adult,id,original_language,original_title,overview,popularity,release_date,title,vote_average,vote_count
False,3090,en,The Treasure of the Sierra Madre,"Fred C. Dobbs and Bob Curtin, both down on their luck in Tampico, Mexico in 1925, meet up with a grizzled prospector named Howard and decide to join with him in search of gold in the wilds of central Mexico. Through enormous difficulties, they eventually succeed in finding gold, but bandits, the elements, and most especially greed threaten to turn their success into disaster.",26.417,1948-01-15,The Treasure of the Sierra Madre,7.975,1132
False,7012,en,The Day After,"In the mid-1980s, the U.S. is poised on the brink of nuclear war. This shadow looms over the residents of a small town in Kansas as they continue their daily lives. Dr. Russell Oakes maintains his busy schedule at the hospital, Denise Dahlberg prepares for her upcoming wedding, and Stephen Klein is deep in his graduate studies. When the unthinkable happens and the bombs come down, the town's residents are thrust into the horrors of nuclear winter.",26.41,1983-11-20,The Day After,6.685,364
False,715287,ko,새엄마의 욕망,"Sang-jin, who was envious of her neighbor after getting a beautiful wife, Ask your wife's friend Gian to take over the son's extracurricular teacher, Sang-jin, who left work early, accidentally sees Gian's shower. A man who wants to have sex with his son's tutor, And a son who wants to have a good time with a young stepmom, Ji-an and Jin-hee, who want money, are disappointed with her husband, and Bin-jin gives her body to a young son.",26.409,2020-05-29,Stepmom's Desire,6.9,12
False,30061,en,Justice League: Crisis on Two Earths,"A heroic version of Lex Luthor from an alternate universe appears to recruit the Justice League to help save his Earth from the Crime Syndicate, an evil version of the League. What ensues is the ultimate battle of good versus evil in a war that threatens both planets and, through a devious plan launched by Batman's counterpart Owlman, puts the balance of all existence in peril.",26.409,2010-02-23,Justice League: Crisis on Two Earths,7.312,666
False,13006,en,Split Second,"In a flooded future London, Detective Harley Stone hunts a serial killer who murdered his partner and has haunted him ever since — but he soon discovers what he is hunting might not be human.",26.409,1992-05-01,Split Second,5.922,288
False,2830,en,My Boss's Daughter,"When a young man agrees to housesit for his boss, he thinks it'll be the perfect opportunity to get close to the woman he desperately has a crush on – his boss's daughter. But he doesn't plan on the long line of other houseguests that try to keep him from his mission. And he also has to deal with the daughter's older brother, who's on the run from local drug dealers.",26.409,2003-08-21,My Boss's Daughter,5.0,660
False,694943,ko,배달노출: 알몸으로 유혹하기,"Seok, who wants to try perverted sex, pesters Hyun-jin every day, but Hyun-jin rejects it saying she only like normal things.  And then one day while delivering chicken, he found So-ra and Hyun-soo, a couple who enjoys delivery exposures.  Frustrated as he is with Hyun-jin, he starts neglecting her and became more and more hooked with the So-ra couple.  To recover their relationship, Hyun-jin goes on a date with Seok. But then a call came for him. The couple invites him for sex.  Will he be having a date with his wife, or will he accept the invitation he may only get once in a lifetime?  What would be his choice?",26.407,2020-04-10,Pizza Dare 1,7.2,6
False,286519,en,Boychoir,"A troubled and angry 11-year-old orphan from a small Texas town, ends up at a Boy Choir school after the death of his single mother. Completely out of his element, he finds himself in a battle of wills with a demanding Choir Master who recognises a unique talent in this young boy as he pushes him to discover his creative heart and soul in music.",26.406,2014-09-04,Boychoir,6.746,260
False,9080,en,Spies Like Us,"Two bumbling government employees think they are U.S. spies, only to discover that they are actually decoys for nuclear war.",26.406,1985-12-06,Spies Like Us,6.173,591
False,602211,en,Fatman,"A rowdy, unorthodox Santa Claus is fighting to save his declining business. Meanwhile, Billy, a neglected and precocious 12 year old, hires a hit man to kill Santa after receiving a lump of coal in his stocking.",26.403,2020-10-19,Fatman,5.533,789
False,874743,ja,僕が愛したすべての君へ,"While struggling to make friends after his parents’ divorce, Koyomi Takasaki meets Kazune Takigawa, but apparently, they already have. Kazune reveals that she’s from World Line 85, an alternate universe in which she and Koyomi are lovers. But in a reality where moving between dimensions is natural, could Koyomi be the one from another world?",26.402,2022-10-07,To Every You I've Loved Before,6.6,28
False,63710,en,Honey 2,"After a brush with the law, Maria has returned to her gritty Bronx roots to rebuild her life with nothing but a talent for street dance and a burning ambition to prove herself.",26.397,2011-06-23,Honey 2,6.3,386
False,10156,en,History of the World: Part I,"An uproarious version of history that proves nothing is sacred – not even the Roman Empire, the French Revolution and the Spanish Inquisition.",26.397,1981-06-12,History of the World: Part I,6.8,758
False,12623,en,Suspect,"When a Supreme Court judge commits suicide and his secretary is found murdered, all fingers point to Carl Anderson, a homeless veteran who's deaf and mute. But when public defender Kathleen Riley is assigned to his case, she begins to believe that Anderson may actually be innocent. Juror Eddie Sanger, a Washington lobbyist, agrees, and together the pair begins their own investigation of events.",26.396,1987-10-23,Suspect,6.5,211
False,1228246,en,Five Nights at Freddy's 2,Sequel to Five Nights at Freddy’s (2023). Plot TBA.,26.394,,Five Nights at Freddy's 2,0.0,0
False,283384,en,The Calling,Detective Hazel Micallef hasn't had much to worry about in the sleepy town of Port Dundas until a string of gruesome murders in the surrounding countryside brings her face to face with a serial killer driven by a higher calling.,26.392,2014-08-05,The Calling,5.8,203
False,136793,en,Dino Time,"When a daredevil kid named Ernie, his sister Julia, and his best friend Max are horsing around in Max's inventor father's workshop, they accidentally trip a time-machine into operation and find themselves transported back in time 65 million years, where they meet a T-Rex named Tyra and her rambunctious dinosaur son Dodger. The unlikely group find themselves on an amazing adventure exploring the lush prehistoric jungle, despite Tyra's evil dinosaur rivals conspiring against them - while, back in the present day, Max's dad and Ernie and Julia's overprotective mom plot their rescue.",26.391,2012-12-07,Dino Time,5.868,69
False,19931,en,The Joy Luck Club,"Through a series of flashbacks, four Chinese women born in America and their respective mothers born in feudal China explore their pasts.",26.391,1993-09-08,The Joy Luck Club,7.15,133
False,2013,fr,Le Scaphandre et le Papillon,"The true story of Elle France editor Jean-Dominique Bauby, who, in 1995 at the age of 43, suffered a stroke that paralyzed his entire body, except his left eye. Using that eye to blink out his memoir, Bauby eloquently described the aspects of his interior world, from the psychological torment of being trapped inside his body to his imagined stories from lands he'd only visited in his mind.",26.391,2007-05-23,The Diving Bell and the Butterfly,7.567,1125
False,13491,sv,Arn: Tempelriddaren,"Arn, the son of a high-ranking Swedish nobleman is educated in a monastery and sent to the Holy Land as a knight templar to do penance for a forbidden love.",26.389,2007-12-25,Arn: The Knight Templar,6.332,265
False,910858,en,The Estate,"Two sisters attempt to win over their terminally ill, difficult-to-please aunt in hopes of becoming the beneficiaries of her wealthy estate, only to find the rest of their greedy family members have the same idea.",26.387,2022-11-04,The Estate,5.5,95
False,1027014,en,Entergalactic,Ambitious artist Jabari attempts to balance success and love when he moves into his dream Manhattan apartment and falls for his next-door neighbor.,26.383,2022-09-28,Entergalactic,7.6,338
False,843394,en,Cat Person,"When Margot, a college sophomore, goes on a date with the older Robert, she finds that IRL Robert doesn’t live up to the Robert she has been flirting with over texts.",26.383,2023-10-06,Cat Person,5.941,51
False,622855,en,Jingle Jangle: A Christmas Journey,"An imaginary world comes to life in a holiday tale of an eccentric toymaker, his adventurous granddaughter, and a magical invention that has the power to change their lives forever.",26.383,2020-11-06,Jingle Jangle: A Christmas Journey,6.6,496
False,435129,en,The Breadwinner,"A headstrong young girl in Afghanistan, ruled by the Taliban, disguises herself as a boy in order to provide for her family.",26.383,2017-11-17,The Breadwinner,7.846,793
False,22051,en,Adam,"Adam, a lonely man with Asperger's Syndrome, develops a relationship with his upstairs neighbor, Beth.",26.382,2009-07-07,Adam,6.8,414
False,9672,en,Infamous,"While researching his book In Cold Blood, writer Truman Capote develops a close relationship with convicted murderers Dick Hickock and Perry Smith.",26.382,2006-10-13,Infamous,6.481,187
False,340676,fr,Personal Shopper,"Maureen, mid-20s, is a personal shopper for a media celebrity. The job pays for her stay in Paris, a city she refuses to leave until she makes contact with her twin brother who previously died there. Her life becomes more complicated when a mysterious person contacts her via text message.",26.38,2016-12-14,Personal Shopper,5.909,1174
False,101731,en,The Magic of Belle Isle,"In an effort to tap into his original talent, a wheelchair-bound author moves to a rural town, where he befriends a single mother and her three kids, who help reignite his passion for writing.",26.38,2012-07-06,The Magic of Belle Isle,6.987,388
False,9290,en,Crocodile Dundee in Los Angeles,"After settling in the tiny Australian town of Walkabout Creek with his significant other and his young son, Mick ""Crocodile"" Dundee is thrown for a loop when a prestigious Los Angeles newspaper offers his honey a job. The family migrates back to the United States, and Croc and son soon find themselves learning some lessons about American life -- many of them inadvertent",26.38,2001-04-12,Crocodile Dundee in Los Angeles,5.209,588
False,913205,en,Teen Titans Go! & DC Super Hero Girls: Mayhem in the Multiverse,"With the help of an ancient Kryptonian power, Lex Luthor unites the world’s Super-Villains to capture all of Earth's Super Heroes, until…only the DC Super Hero Girls are left to stop the Legion of Doom. Our heroes must cross dimensions to rescue their fellow Super Heroes from the Phantom Zone, but a fortuitous wrong turn leads them to Titans Tower – where they find much-needed allies in the Teen Titans!",26.379,2022-05-24,Teen Titans Go! & DC Super Hero Girls: Mayhem in the Multiverse,5.877,114
False,15017,en,Blonde Ambition,A young professional woman unwittingly becomes the pawn of two business executives in their bid to oust the head of a mega-conglomerate.,26.377,2007-12-21,Blonde Ambition,4.481,107
False,188207,en,The Legend of Hercules,"In Ancient Greece 1200 B.C., a queen succumbs to the lust of Zeus to bear a son promised to overthrow the tyrannical rule of the king and restore peace to a land in hardship. But this prince, Hercules, knows nothing of his real identity or his destiny. He desires only one thing: the love of Hebe, Princess of Crete, who has been promised to his own brother. When Hercules learns of his greater purpose, he must choose: to flee with his true love or to fulfill his destiny and become the true hero of his time. The story behind one of the greatest myths is revealed in this action-packed epic - a tale of love, sacrifice and the strength of the human spirit.",26.376,2014-01-10,The Legend of Hercules,4.8,1278
False,94904,es,7 días en La Habana,"A young American boy is trying to break into the acting business, and goes to Cuba during a film festival.",26.375,2012-04-05,7 Days in Havana,5.7,100
False,887357,en,Green Lantern: Beware My Power,"Recently discharged Marine sniper John Stewart is at a crossroads in his life, one which is only complicated by receiving an extraterrestrial ring which grants him the powers of the Green Lantern of Earth. Unfortunately, the ring doesn't come with instructions - but it does come with baggage, like a horde of interplanetary killers bent on eliminating every Green Lantern in the universe. Now, with the aid of the light-hearted Green Arrow, Adam Strange and Hawkgirl, this reluctant soldier must journey into the heart of a galactic Rann/Thanagar war and somehow succeed where all other Green Lanterns have failed.",26.374,2022-05-19,Green Lantern: Beware My Power,6.8,192
False,20410,en,Scooby-Doo and the Alien Invaders,"A cosmic case of flying saucers, intergalactic intrigue and out-of-this-world romance launches Scooby-Doo! and the Mystery Inc., Gang into their most unearthly adventure ever.",26.372,2000-10-03,Scooby-Doo and the Alien Invaders,7.1,343
False,21349,en,Anywhere but Here,"Single mother Adele August is bad with money, and even worse when it comes to making decisions. Her straight-laced daughter, Ann, is a successful high school student with Ivy League aspirations. When Adele decides to pack up and move the two of them from the Midwest to Beverly Hills, Calif., to pursue her dreams of Hollywood success, Ann grows frustrated with her mother's irresponsible and impulsive ways.",26.367,1999-11-12,Anywhere but Here,6.068,263
False,40724,en,Anne of Green Gables: The Sequel,"Anne Shirley, now a schoolteacher, has begun writing stories and collecting rejection slips. She acts as Diana's maid of honor, develops a relationship with Gilbert Blythe, and finds herself at Kingsport Ladies' College. But while Anne enjoys the battles and the friends she makes, she finds herself returning to Avonlea.",26.366,1987-05-19,Anne of Green Gables: The Sequel,7.95,111
False,367412,en,Whiplash,"A ferocious, bullying music teacher teaches a dedicated student.",26.363,2013-01-18,Whiplash,7.801,339
False,18392,en,Embrace of the Vampire,An 18-year-old college freshman is seduced by a handsome vampire lover who introduces her to a dark world of carnal desires.,26.363,1995-05-30,Embrace of the Vampire,4.832,128
False,10186,en,The Rocker,"In the 1980s, a drummer is abandoned by his band just before they become rock superstars. Twenty years later, the drummer sees his second chance at stardom arise when he is asked to perform with his teenage nephew's high school rock band.",26.362,2008-08-20,The Rocker,6.008,559
False,22094,en,Hard Times,"In the depression, Chaney, a strong silent streetfighter, joins with Speed, a promoter of no-holds-barred street boxing bouts. They go to New Orleans where Speed borrows money to set up fights for Chaney, but Speed gambles away any winnings.",26.36,1975-08-13,Hard Times,6.741,187
False,245473,en,Cloud 9,"Set high atop snow-capped mountains in the adrenaline-fueled world of competitive snowboarding, the Disney Channel Original Movie “Cloud 9″ tells the inspiring story of two snowboarders who must overcome self-doubt to learn that achieving their dreams is possible.",26.359,2014-01-17,Cloud 9,6.883,517
False,443700,en,Altitude,A female FBI agent is offered millions to help a thief escape from a hijacked airplane.,26.355,2017-04-14,Altitude,4.8,130
False,10547,en,The Arrival,"Zane Ziminski is an astrophysicist who receives a message that seems to have extraterrestrial origins. Eerily soon after his discovery, Zane is fired. He then embarks on a search to determine the origins of the transmission that leads him into a Hitchcockian labyrinth of paranoia and intrigue.",26.355,1996-05-31,The Arrival,6.0,701
False,26594,en,The Secret,"Interviews with leading authors, philosophers and scientists, with an in-depth discussion of the Law of Attraction. The audience is shown how they can learn and use 'The Secret' in their everyday lives.",26.352,2006-03-26,The Secret,6.6,346
False,146229,en,Kristy,"When a college girl who is alone on campus over the Thanksgiving break is targeted by a group of outcasts, she must conquer her deepest fears to outwit them and fight back.",26.347,2014-08-07,Kristy,6.082,389
False,10550,en,Ballistic: Ecks vs. Sever,"Jonathan Ecks, an FBI agent, realizes that he must join with his lifelong enemy, Agent Sever, a rogue DIA agent with whom he is in mortal combat, in order to defeat a common enemy. That enemy has developed a ""micro-device"" that can be injected into victims in order to kill them at will.",26.347,2002-09-20,Ballistic: Ecks vs. Sever,4.36,340
False,9582,en,A Guy Thing,"Paul Morse is a good guy. When his friends throw him a wild bachelor party, he just wants to keep his conscience clean -- which is why he's shocked when he wakes up in bed with a beautiful girl named Becky and can't remember the night before. Desperate to keep his fiancée, Karen, from finding out what may or may not be the truth, he tells her a teensy lie. Soon his lies are spiraling out of control and his life is a series of comical misunderstandings.",26.346,2003-01-17,A Guy Thing,5.9,321
False,4255,en,The Party at Kitty and Stud's,"Kitty and Stud are lovers. They enjoy a robust sex-life, which includes fellatio and light S&M, specifically, Stud belt-whipping Kitty. Three women come over for a party and Stud services them, one after the other.",26.344,1970-02-10,The Party at Kitty and Stud's,3.7,64
False,416166,en,The Institute,"In 19th century Baltimore, Isabel Porter, a girl stricken with grief from her parents' untimely death, voluntarily checks herself into the Rosewood Institute. Subjected to bizarre and increasingly violent pseudo-scientific experiments in personality modification, brainwashing and mind control, she must escape the clutches of the Rosewood and exact her revenge, or else be forever lost.",26.342,2017-03-03,The Institute,4.2,98
False,1164486,ja,Rick and Morty: The Great Yokai Battle of Akihabara,,26.339,2021-10-11,Rick and Morty: The Great Yokai Battle of Akihabara,6.3,21
False,128911,cn,奇招,"A young man vows revenge against the killers of his father. To do this, he must train with his father's teacher who teaches him the ""Shadow Claw"", a deadly combination of the eagle claw and shadow fist.",26.336,1979-06-09,Crystal Fist,6.2,8
False,514619,en,Nobody's Fool,"After serving five years in prison, wild child Tanya looks to her buttoned-up, by-the-book sister Danica to help her get back on her feet. The feisty ex-con becomes suspicious and concerned when Danica tells her that she's in a long-distance, online relationship with a mysterious man she's never seen. As the polar opposites start to collide, Tanya soon discovers that her sibling's picture-perfect life may not be what it seems.",26.335,2018-10-31,Nobody's Fool,6.165,275
False,5125,en,Rendition,"When an Egyptian terrorism suspect ""disappears"" on a flight from Africa to Washington DC, his American wife and a CIA analyst find themselves caught up in a struggle to secure his release from a secret detention facility somewhere outside the US.",26.335,2007-09-07,Rendition,6.435,637
False,1277412,en,Elvis 70 : The Motion Picture,A musical biopic doc based off of the legendary Elvis Presley in 1970,26.332,2024-05-03,Elvis 70 : The Motion Picture,0.0,0
False,48677,en,Cloak & Dagger,"11-year-old Davey's mother is dead and his father doesn't spend nearly enough time with him. So the boy loses himself in video games--and even has an imaginary friend, a super-resourceful secret agent. When he accidentally comes into possession of a spy group's secret plans, and winds up on the run from them, he must learn to rely on himself and his imaginary pal to save his skin.",26.332,1984-06-01,Cloak & Dagger,6.412,130
False,46332,fr,Des hommes et des dieux,"French drama based on the 1996 kidnapping and killing of seven monks in Algeria. A group of Trappist monks reside in the monastery of Tibhirine in Algeria, where they live in harmony with the largely muslim population. When a bloody conflict between Algeria's army and Muslim Jihadi insurgents disrupts the peace, they are forced to consider fleeing the monastery and deserting the villagers they have ministered to. In the face of deadly violence the monks wrestle with their faith and their convictions, eventually deciding to stay and help their neighbours keep the army and the insurgents at bay.",26.332,2010-09-08,Of Gods and Men,6.7,350
False,843889,en,Space Oddity,A space-obsessed man gets the opportunity of a lifetime thanks to a Mars colonization program but finds his plans compromised by his feelings for a woman who brings him down to Earth.,26.331,2023-03-31,Space Oddity,5.9,38
False,347033,en,Equity,"Senior investment banker Naomi Bishop’s world of high-power big money is brutal and fierce, and one she thrives in. When a controversial IPO threatens the fragile balance of power and confidentiality, Naomi finds herself entangled in a web of politics and deception.",26.33,2016-07-29,Equity,5.6,92
False,6878,en,Homeward Bound: The Incredible Journey,"Before the Seavers leave for a family vacation to San Francisco, they drop off their pets -- Chance, an adventurous American bulldog; Shadow, a wise golden retriever; and Sassy, a cautious cat -- at a friend's ranch. But when the animals start to worry that they've been left for good, the three embark together on a treacherous and thrilling journey to find their way back home through the California wilderness.",26.33,1993-02-03,Homeward Bound: The Incredible Journey,7.0,965
False,295151,en,Let It Snow,"In a small town on Christmas Eve, a snowstorm brings together a group of young people. They soon find their friendships and love lives colliding, and come Christmas morning, nothing will be the same.",26.328,2019-11-08,Let It Snow,6.1,1125
False,1644,en,The Vanishing,The boyfriend of an abducted woman never gives up the search as the abductor looks on.,26.328,1993-02-05,The Vanishing,6.091,466
False,260,en,The 39 Steps,"Richard Hanney has a rude awakening when a glamorous female spy falls into his bed - with a knife in her back. Having a bit of trouble explaining it all to Scotland Yard, he heads for the hills of Scotland to try to clear his name by locating the spy ring known as The 39 Steps.",26.327,1935-06-06,The 39 Steps,7.358,894
False,627070,en,Tell Me Who I Am,"In this documentary, Alex trusts his twin, Marcus, to tell him about his past after he loses his memory. But Marcus is hiding a dark family secret.",26.326,2019-10-18,Tell Me Who I Am,7.4,210
False,13853,en,The Clan of the Cave Bear,"Natural changes have the clans moving. Iza, medicine woman of the ""Clan of the Cave Bear"" finds little Ayla from the ""others""' clan - tradition would have the clan kill Ayla immediately, but Iza insists on keeping her. When the little one finds a most needed new cave, she's allowed to stay - and thrive.",26.326,1986-01-17,The Clan of the Cave Bear,5.1,110
False,489763,de,Trautmann,"The story of a man whose love for football, for England and for the love of his life, Margaret, saw him rise from Nazi 'villain' to British hero. Bert Trautmann, the German goalkeeper won over even his harshest opponents by winning the FA Cup Final for Manchester City in 1956 - playing on with a broken neck to secure victory.",26.324,2018-12-05,The Keeper,7.508,197
False,24735,en,Agnes of God,"When a dead newborn is found, wrapped in bloody sheets, in the bedroom wastebasket of a young novice, psychiatrist Martha Livingston is called in to determine if the seemingly innocent novice, who knows nothing of sex or birth, is competent enough to stand trial for the murder of the baby.",26.319,1985-09-13,Agnes of God,6.112,112
False,19545,ja,怪獣大戦争,"Astronauts Glenn and Fuji investigate Planet X and encounter mysterious aliens known as the Xiliens, who ask Earth's people to help save their world from ""Monster Zero"".  In exchange for borrowing Godzilla and Rodan, the Xiliens offer a cure for cancer. As Glenn investigates, he develops a romance with Miss Namikawa and uncovers the Xilien's true intentions.",26.319,1965-12-19,Invasion of Astro-Monster,6.8,190
False,34942,en,Balto III: Wings of Change,"Balto and the other sled dogs are feeling dejected because the mail that used to be delivered by dogsled is now being delivered by airplanes. But when a mail plane crashes in the mountains, the dogs come to the rescue.",26.317,2004-04-14,Balto III: Wings of Change,6.643,319
False,833593,ko,이공삼칠,"Yoon-young, a 19-year-old girl who dreams of becoming a civil servant, is framed as a murderer and imprisoned in a women's prison.",26.312,2022-06-08,2037,7.17,53
False,23916,en,Paradise Alley,"Three Italian-American brothers, living in the slums of 1940's New York City, try to help each other with one's wrestling career using one brother's promotional skills and another brother's con-artist tactics to thwart a sleazy manager.",26.309,1978-09-22,Paradise Alley,5.774,126
False,392794,fr,La Danseuse,"A young woman from the American Midwest, Loïe Fuller became the toast of the Folies Bergère at the turn of the 20th century and an icon of the Belle Epoque. Inventor of the breathtaking Serpentine Dance, she was a pioneer of modern dance and lighting techniques. It was her complicated relationship to her protégé - Isadora Duncan – that precipitated the downfall of this early 20th century icon.",26.304,2016-09-28,The Dancer,6.6,196
False,36897,ja,ポケットモンスター ミュウツー! 我ハココニ在リ MEWTWO SAGA,"The Team Rocket leader, Giovanni, has found Mewtwo in a remote area of the Johto region. As Giovanni tries to re-capture Mewtwo, Ash and his friends are kidnapped by Domino, a new Team Rocket member, while trying to rescue Pikachu from Jessie and James. The Clone Pokemon are also captured and are then used as bait for Mewtwo. The situation then becomes a battle between the wills of Mewtwo and Giovanni; and Mewtwo also tries to discover if it and the clones have a purpose in life, even though they are products of science.",26.304,2001-08-17,Pokémon: Mewtwo Returns,6.7,372
False,449503,en,Kill 'em All,"After a massive shootout, a mysterious stranger arrives at a local hospital on the brink of death. Then, a foreign gang brazenly comes to the hospital to hunt him down. His nurse, the sole surviving witness to the follow-up shootout, must face an FBI interrogation that unlocks a plot of international intrigue and revenge.",26.303,2017-06-06,Kill 'em All,5.1,108
False,22164,en,Blood and Bone,"In Los Angeles, an ex-con takes the underground fighting world by storm in his quest to fulfill a promise to a dead friend.",26.301,2009-02-07,Blood and Bone,7.334,731
False,1420,en,Breakfast on Pluto,"In the 1970s, a young transgender woman called “Kitten” leaves her small Irish town for London in search of love, acceptance, and her long-lost mother.",26.301,2005-11-16,Breakfast on Pluto,7.192,364
False,13938,en,The Last Dragon,"A young man searches for the ""master"" to obtain the final level of martial arts mastery known as the glow. Along the way he must fight an evil martial arts expert and rescue a beautiful singer from an obsessed music promoter.",26.299,1985-03-22,The Last Dragon,6.383,235
False,12613,ja,ストリートファイター II MOVIE,"Bison, the ruthless leader of the international terrorist organization Shadowlaw, has been desperately searching for the greatest fighter on the planet for years. He finds it in Ryu, a young wanderer who never stays in one place long enough for Bison to find him. He does, however, get a fix on Ken Masters, an American martial arts champion who studied with Ryu as a child under the same master. Meanwhile, Major Guile of the United States Army is forced to team up with Chun Li from China in hopes of apprehending Bison and putting a stop his international ring of crime.",26.297,1994-08-06,Street Fighter II: The Animated Movie,6.998,250
False,14580,en,The Big Heat,Tough cop Dave Bannion takes on a politically powerful crime syndicate.  Preserved by the Academy Film Archive in partnership with Sony Pictures Entertainment in 1997.,26.294,1953-10-14,The Big Heat,7.6,466
False,12900,en,Conspiracy,"At the Wannsee Conference on January 20, 1942, senior Nazi officials meet to determine the manner in which the so-called ""Final Solution to the Jewish Question"" can be best implemented.",26.293,2001-05-19,Conspiracy,7.3,379
False,16436,de,Nordwand,North Face tells the story of two German climbers Toni Kurz and Andreas Hinterstoisser and their attempt to scale the deadly North Face of the Eiger.,26.292,2008-10-23,North Face,7.193,261
False,10984,en,Valentine,Four friends start to receive morbid Valentine cards and realise they are being stalked by someone they had spurned 13 years ago. A masked killer is on the loose and Valentine's day is soon approaching.,26.292,2001-02-02,Valentine,5.5,517
False,22383,en,The Professionals,An arrogant Texas millionaire hires four adventurers to rescue his kidnapped wife from a notorious Mexican bandit.,26.29,1966-11-01,The Professionals,7.1,283
False,672647,en,The Map of Tiny Perfect Things,Two teenagers trapped in an endless time loop set out to find all the tiny things that make that one day perfect.,26.289,2021-02-12,The Map of Tiny Perfect Things,7.13,713
False,30785,en,Evil Toons,"Four sexy young girls are to clean an old house for the new owners. They get delivered an old book full of magic incantations, and while reading it they accidentally bring a cartoon character to life. The cartoon character likes the blood of young girls...",26.289,1992-01-08,Evil Toons,4.797,101
False,492258,en,Cocaine Godmother,"At the age of 17, Griselda Blanco, made her way to the U.S. with a fake passport with her first husband Carlos. Living in Queens with her three sons, Griselda became enticed by the money the drug world offered, and quickly became embroiled with local drug runners. Griselda masterminded the use of beautiful women, the elderly and children as the mules and created false-bottom suitcases to smuggle cocaine from Colombia.",26.288,2017-11-12,Cocaine Godmother,6.492,63
False,1008392,en,The Blackening,"Seven black friends go away for the weekend, only to find themselves trapped in a cabin with a killer who has a vendetta. They must pit their street smarts and knowledge of horror movies against the murderer to stay alive.",26.287,2023-06-15,The Blackening,6.068,235
False,10288,en,Fido,"Timmy Robinson's best friend in the whole wide world is a six-foot tall rotting zombie named Fido. But when Fido eats the next-door neighbor, Mom and Dad hit the roof, and Timmy has to go to the ends of the earth to keep Fido a part of the family. A boy-and-his-dog movie for grown ups, ""Fido"" will rip your heart out.",26.285,2006-09-07,Fido,6.432,427
False,418827,ko,젊은 형부,"A sexy brother-in-law approached her? And he’s a younger man?  Mi-yeon, who was adopted into her family when she was little, is living with her older sister, Si-yeon and Si-yeon’s husband. Mi-yeon’s desire towards her brother-in-law grows more and more every night when she gets to watch the affectionate interaction between her older sister and the brother-in-law. One day, Mi-yeon seduces her brother-in-law and the two end up crossing the line when they should not have. As the situation goes on, Mi-yeon finds out her older sister is also having affairs outside the marriage. Mi-yeon tries to clear up the relationship with her brother-in-law out of guilty feeling. However, she hears something shocking from the brother-in-law.",26.284,2016-10-11,Sister's Younger Husband,5.6,9
False,353979,en,Pet,"A man bumps into an old crush and becomes obsessed. After several failed attempts at winning her over, he kidnaps her and holds her captive underneath the animal shelter where he works.",26.283,2016-09-24,Pet,5.8,626
False,49687,it,Matrimonio all'italiana,"When Domenico first meets Filomena in Naples during World War II, he is instantly smitten. Flash forward to the postwar years, and the two meet again, sparking a passionate affair that spans two decades. But when Filomena — who has now become Domenico's kept woman and has secretly borne his children — learns that her lover is planning to wed another, she will stop at nothing to hook him into marrying her instead.",26.282,1964-12-18,Marriage Italian Style,7.735,481
False,988402,fr,Vampire humaniste cherche suicidaire consentant,"Sasha is a young vampire with a serious problem: she's too sensitive to kill. When her exasperated parents cut off her blood supply, Sasha's life is in jeopardy. Luckily, she meets Paul, a lonely teenager with suicidal tendencies who is willing to give his life to save hers. But their friendly agreement soon becomes a nocturnal quest to fulfill Paul's last wishes before day breaks.",26.281,2023-10-13,Humanist Vampire Seeking Consenting Suicidal Person,7.515,66
False,17917,en,Oliver!,"Musical adaptation of Charles Dickens' Oliver Twist, a classic tale of an orphan who runs away from the workhouse and joins up with a group of boys headed by the Artful Dodger and trained to be pickpockets by master thief Fagin.",26.279,1968-09-26,Oliver!,6.96,400
False,14664,en,Sharky's Machine,"Police officer Tom Sharky gets busted back to working vice, where he happens upon a scandalous conspiracy involving a local politician. Sharky's new 'machine' gathers evidence while Sharky falls in love with a woman he has never met.",26.272,1981-12-18,Sharky's Machine,6.0,91
False,4515,en,Lions for Lambs,"Three stories told simultaneously in ninety minutes of real time: a Republican Senator who's a presidential hopeful gives an hour-long interview to a skeptical television reporter, detailing a strategy for victory in Afghanistan; two special forces ambushed on an Afghani ridge await rescue as Taliban forces close in; a poli-sci professor at a California college invites a student to re-engage.",26.272,2007-10-22,Lions for Lambs,6.034,718
False,671622,ko,처제의 비밀,"A sister-in-law goes to a motel with her girlfriend. She runs into her brother-in-law, who is cheating on her sister. The sister-in-law's blood boils, but there's nothing she can do about it, because now he knows she's a lesbian. They make a deal to keep each others' secrets, but the sister-in-law ends up having a threesome with her brother-in-law and her girlfriend.",26.271,2019-12-20,My Sister-in-law's Secret,7.9,5
False,10067,en,The Shaggy Dog,The tale of a workaholic dad-turned-dog who finds that being man's best friend shows him the most important job - being a great dad.,26.268,2006-03-09,The Shaggy Dog,4.855,539
False,9913,en,The Skeleton Key,A hospice nurse working at a spooky New Orleans plantation home finds herself entangled in a mystery involving the house's dark past.,26.268,2005-07-29,The Skeleton Key,6.611,1976
False,8914,en,Deep Blue Sea,"Researchers on the undersea lab Aquatica have genetically altered the brains of captive sharks to develop a cure for Alzheimer's disease. But there's an unexpected side effect: the sharks got smarter, faster, and more dangerous. After a big storm damages their remote research facility, they must fight for their lives.",26.268,1999-07-28,Deep Blue Sea,6.0,2319
False,5146,en,The In-Laws,"Right before his daughter's wedding, a mild-mannered foot doctor discovers that his new in-laws are international smugglers.",26.268,2003-05-23,The In-Laws,5.6,263
